Цена;Площадь_участка;Площадь_помещения;Стоимость_специальных_возможностей;Расстояние_до_ближайшей_железнодорожной_линии;Расстояние_до_океана;Расстояние_до_ближайшего_водоема_;Расстояние_до_центрального_делового_района_Майами;Расстояние_до_ближайшего_субцентра;Расстояние_до_ближайшего_шоссе;Возраст_строения;Шум_от_самолетов;Месяц_продажи;Качество_строения
265990;4000;2271;4854;17541;28111;16661;136891;89311;6376;1;0;1;2
322800;5267;2649;655;18128;27523;16073;136560;89067;6697;0;0;11;2
285000;5000;2752;601;18855;26795;15339;136159;88763;7103;9;0;6;2
255000;7537;2478;5005;7616;38086;26663;142697;93851;542;10;0;12;2
318000;5000;2649;3596;18281;27369;15915;136476;88993;6777;0;0;11;2
257000;10884;2655;0;15125;30524;19083;138210;90282;4965;16;0;4;2
253000;4000;1852;1960;17538;28109;16662;136858;89275;6342;1;0;4;2
270000;5000;2735;0;18889;26756;15304;136111;88717;7096;9;0;6;2
248000;5000;2441;2976;18686;26958;15508;136215;88790;6973;9;0;4;2
296700;6000;2488;4550;17784;27860;16415;136700;89151;6463;0;0;2;2
210000;6555;2091;0;11609;34075;22646;140252;91861;2938;14;0;9;2
332000;5267;3358;4300;18128;27514;16069;136517;89021;6653;0;0;11;2
207500;6555;2091;0;11836;33851;22424;140119;91756;3072;14;0;6;2
235000;10640;2095;0;15403;30200;18757;138009;90124;5108;6;0;4;2
327000;4000;2944;495;17289;28354;16911;136973;89351;6180;0;0;7;2
275000;4375;2581;1304;16780;28849;17407;137252;89558;5893;2;0;11;2
311200;5000;2415;440;18349;27291;15844;136379;88901;6762;0;0;11;2
273300;4000;2397;550;17535;28106;16664;136825;89238;6309;0;0;5;2
287100;4000;2711;550;17435;28206;16764;136881;89279;6253;0;0;2;2
328000;5000;2649;440;18575;27063;15617;136246;88801;6883;0;0;10;2
279900;4500;2581;517;17039;28599;17160;137083;89422;6010;2;0;12;2
291700;4000;2397;495;17286;28352;16913;136940;89315;6146;0;0;5;2
299900;5000;2193;440;18383;27252;15809;136330;88855;6754;0;0;11;2
349200;6000;3445;0;17680;27956;16517;136706;89138;6357;0;0;5;2
372200;6000;3445;550;17780;27856;16417;136650;89097;6413;0;0;5;2
210000;8988;1730;691;9228;36404;24988;141602;92934;1453;18;0;4;2
284900;4000;2711;550;17532;28104;16666;136792;89202;6276;0;0;4;2
310000;8513;2193;495;18277;27326;15890;136331;88846;6702;0;0;11;2
220000;8339;2081;3073;14152;31452;20018;138686;90617;4370;14;0;10;2
313000;5000;2649;2840;18418;27213;15774;136281;88809;6747;0;0;10;2
337000;7174;2752;51672;18992;26597;15161;135936;88570;7067;9;0;9;2
264000;4000;1870;275;17283;28349;16915;136905;89276;6112;0;0;4;2
368900;7375;3445;2200;17925;27678;16246;136519;88988;6464;0;0;4;2
265000;5000;2752;601;18788;26841;15403;136067;88650;6948;9;0;4;2
310000;5267;2765;2400;18142;27480;16045;136426;88927;6581;0;0;11;2
240000;5791;2088;0;15820;29807;18377;137724;89887;5268;6;0;4;2
382990;6000;3676;1650;17676;27952;16520;136657;89084;6308;0;0;7;2
314000;6000;2578;1650;17775;27852;16420;136601;89042;6364;0;0;5;2
328700;5000;3358;3640;18452;27174;15739;136233;88763;6739;0;0;10;2
120000;3604;1342;0;11262;34423;23010;140374;91932;2645;26;0;4;2
285500;4000;2711;2470;17280;28347;16917;136873;89241;6079;0;0;3;2
306000;4000;2397;550;17527;28099;16669;136725;89129;6210;0;0;11;2
229900;5671;2091;0;11904;33756;22341;139956;91593;3008;15;0;6;2
235000;9172;1924;4942;15391;30218;18794;137907;90005;4981;6;0;8;2
199900;5642;1835;0;10438;35214;23807;140817;92278;2118;21;0;9;2
363000;8000;3445;2640;17921;27666;16238;136465;88930;6414;0;0;6;2
323000;6651;2649;2400;18159;27461;16031;136362;88848;6546;0;0;11;2
320600;5001;2765;2620;18486;27136;15705;136184;88717;6731;0;0;10;2
322500;7715;2765;3695;18368;27194;15772;136178;88711;6685;0;0;11;2
380000;6000;3445;2200;17672;27949;16522;136608;89030;6259;0;0;10;2
304000;6000;2488;2200;17772;27849;16423;136552;88988;6315;0;0;7;2
285200;4000;2711;550;17524;28096;16671;136692;89092;6176;0;0;5;2
147000;3575;1321;914;10737;34890;23483;140606;92104;2283;22;0;6;2
289000;5852;2831;34489;15836;29768;18351;137619;89777;5190;8;0;3;2
298200;8005;2488;275;17917;27663;16241;136416;88876;6364;0;0;6;2
266000;4000;1870;2200;17422;28194;16773;136715;89097;6087;0;0;8;2
254000;4000;1870;550;17522;28094;16673;136659;89056;6143;0;0;5;2
232000;7033;2424;0;11769;33815;22404;139956;91579;2885;14;0;1;2
128000;3604;1430;0;10824;34803;23398;140536;92042;2318;22;0;5;2
298200;6000;2488;5170;17668;27945;16525;136559;88976;6209;0;0;6;2
311000;6000;2578;550;17768;27845;16426;136502;88934;6265;0;0;6;2
345900;4000;2944;550;17272;28339;16922;136773;89132;5979;0;0;11;2
160000;7134;1347;2991;15261;30320;18910;137888;89965;4836;17;0;4;2
308000;4000;2711;550;17419;28191;16775;136682;89061;6054;0;0;6;2
265600;4000;2397;2200;17519;28091;16675;136626;89019;6110;0;0;6;2
127000;3796;1430;0;11062;34589;23192;140361;91887;2416;26;0;4;2
386200;8005;3445;2200;17913;27660;16245;136366;88821;6314;0;0;7;2
177000;6000;1622;372;7260;38353;26957;142639;93732;111;11;0;3;2
378800;6000;3445;0;17665;27940;16529;136509;88921;6160;0;0;8;2
360700;6000;3112;0;17764;27840;16429;136453;88880;6216;0;0;11;2
250400;4945;1870;3420;17269;28336;16925;136738;89091;5938;0;0;5;2
149900;3714;1400;0;10164;35492;24099;140875;92292;1847;20;0;6;2
306500;4000;2397;550;17417;28187;16777;136649;89025;6021;0;0;11;2
294900;8902;1856;4708;8521;37089;25695;141824;93057;831;0;0;11;2
202000;9630;2179;0;13349;32225;20827;138936;90752;3699;20;0;7;2
305000;5787;2735;1301;18528;27122;15712;136011;88537;6602;9;0;12;2
240000;7451;2498;0;11852;33736;22339;139820;91445;2852;13;0;7;2
244000;6500;2095;3165;15711;29917;18515;137582;89705;5010;6;0;9;2
248500;5415;2233;0;12276;33320;21926;139566;91242;3086;13;0;11;2
308000;4000;2711;550;17515;28084;16680;136560;88946;6044;0;0;6;2
256900;9973;2752;14488;18352;27267;15862;136058;88558;6474;9;0;8;2
120000;4054;1321;0;10906;34696;23307;140358;91864;2258;26;0;9;2
289000;4000;2397;11400;17512;28081;16682;136526;88910;6010;0;0;8;2
362500;8708;3445;2200;17787;27832;16432;136356;88771;6118;0;0;7;2
323800;8004;2578;6030;17907;27651;16253;136268;88713;6215;0;0;6;2
275000;4945;1870;176;17264;28327;16931;136651;88997;5857;0;0;9;2
313800;8403;2578;550;17727;27899;16502;136378;88783;6073;0;0;7;2
358000;10818;3445;2200;17657;27958;16562;136400;88795;6028;0;0;7;2
219000;5358;2112;0;13065;32559;21170;139058;90823;3468;15;0;4;2
318000;5250;2711;550;17410;28177;16785;136539;88904;5911;0;0;10;2
289000;4929;2581;545;17130;28511;17120;136698;89011;5723;1;0;8;2
225000;5669;1970;0;15873;29707;18321;137402;89547;5036;9;0;8;2
295000;4000;2944;495;17262;28324;16933;136618;88961;5823;0;0;8;2
154000;3644;1400;0;10232;35369;23989;140702;92122;1798;17;0;6;2
238000;7017;2091;0;11378;34175;22794;140001;91564;2465;14;0;11;2
145000;3604;1432;0;10702;34891;23510;140414;91889;2070;22;0;4;2
130000;3604;1430;0;10812;34777;23398;140342;91831;2142;22;0;6;2
386200;11082;3884;7310;17895;27642;16258;136170;88605;6175;0;0;7;2
310000;4050;2711;495;17247;28321;16936;136585;88925;5783;0;0;10;2
285100;5195;2944;4150;17408;28173;16788;136496;88856;5874;0;0;7;2
324000;4668;2944;3007;16912;28639;17258;136758;89048;5587;1;0;12;2
260000;4341;2091;0;16752;28815;17432;136856;89124;5496;2;0;9;2
278000;5078;1870;176;17216;28321;16939;136560;88895;5733;0;0;9;2
232000;11561;1892;855;12594;32946;21567;139215;90906;3077;15;0;7;2
195000;5978;1835;2228;10431;35170;23799;140485;91918;1834;21;0;5;2
413600;11169;3445;11000;17868;27640;16266;136148;88581;6086;0;0;7;2
255000;7500;1856;327;8491;37077;25706;141653;92872;662;1;0;4;2
235000;7807;2388;4232;14665;30941;19567;137988;89950;4235;15;0;3;2
235000;5775;2095;2697;15369;30196;18823;137594;89662;4666;6;0;3;2
235000;7494;2133;3533;14609;30997;19624;138020;89976;4204;15;0;1;2
343800;6490;3112;5500;17814;27760;16390;136201;88614;6026;0;0;8;2
257000;7050;2179;726;14389;31219;19849;138149;90074;4080;16;0;7;2
232000;7050;2042;1536;12875;32731;21359;139035;90764;3234;15;0;8;2
306000;6113;2578;15540;17759;27838;16471;136230;88631;5985;0;0;6;2
265000;12162;2122;634;12624;32892;21523;139130;90839;3094;16;0;8;2
369400;7649;3445;550;17690;27889;16524;136248;88639;5923;0;0;8;2
313000;4930;2711;3200;17382;28188;16817;136427;88776;5774;0;0;8;2
306000;4542;2397;3055;17213;28333;16966;136500;88826;5668;0;0;10;2
296000;5403;2397;352;17521;28074;16718;136304;88663;5797;0;0;8;2
274000;5840;1870;6995;17481;28112;16758;136317;88669;5767;0;0;10;2
270000;10930;2264;0;7946;37578;26212;141893;93038;255;9;0;12;2
341000;4540;2944;495;17211;28331;16968;136465;88789;5635;0;0;11;2
260000;4304;2091;2663;16745;28803;17443;136724;88979;5369;1;0;8;2
325000;4537;2711;9660;17210;28328;16972;136433;88753;5602;0;0;8;2
195000;7500;1762;0;7976;37537;26201;141686;92820;106;9;0;2;2
310000;6858;3112;8235;18520;27055;15721;135504;87987;6118;2;0;7;2
328700;6562;2578;2750;17726;27806;16472;135925;88281;5647;0;0;11;2
252000;7249;2244;930;11143;34378;23041;139713;91196;1911;9;0;10;2
310000;5000;2469;797;10743;34827;23491;139950;91389;1676;0;0;12;2
235000;5529;2216;465;11092;34478;23141;139739;91219;1861;9;0;6;2
371000;6060;3445;2200;17755;27763;16428;135865;88224;5633;0;0;12;2
235400;6120;2578;0;18252;27317;15981;135577;88012;5892;2;0;11;2
351100;7644;3112;7090;17554;27971;16635;135890;88222;5439;0;0;11;2
181000;3600;1536;146;16236;29285;17949;136639;88784;4705;9;0;4;2
331000;7644;2578;6650;17408;28117;16781;135943;88251;5327;0;0;11;2
260000;6269;2578;0;18593;26963;15627;135261;87735;5961;2;0;4;2
320000;7983;3069;592;9992;35458;24122;140196;91546;1082;9;0;9;2
332000;7069;2578;220;17192;28321;16985;135980;88250;5128;0;0;11;2
327300;8308;2578;1430;17533;28008;16671;135758;88068;5272;0;0;9;2
305800;6060;2374;3530;17652;27858;16522;135664;87995;5329;0;0;10;2
171500;3600;1581;3132;16386;29121;17784;136348;88494;4584;9;0;2;2
326500;6060;2578;440;17652;27856;16519;135615;87940;5280;0;0;11;2
240000;6205;2109;0;11030;34457;23121;139444;90896;1555;8;0;8;2
235000;6673;2405;465;11192;34284;22948;139247;90711;1566;9;0;4;2
275000;6201;2671;0;11028;34457;23121;139348;90790;1471;9;0;11;2
390000;6060;3676;6600;17754;27749;16413;135459;87789;5237;0;0;12;2
220000;7272;1714;6507;11183;34282;22947;139197;90656;1521;9;0;10;2
230000;3600;2259;182;16390;29111;17776;136170;88298;4406;9;0;4;2
260000;8291;2671;763;11170;34281;22947;139144;90598;1476;9;0;3;2
195000;3600;1906;364;16491;29010;17674;136070;88208;4419;9;0;4;2
343000;6060;3112;550;17756;27742;16407;135310;87626;5088;0;0;8;2
317000;6000;3439;0;18006;27498;16162;135169;87520;5225;3;0;3;2
290000;6306;2769;3229;18409;27130;15795;134937;87340;5426;3;0;5;2
287000;8408;2695;0;10925;34568;23234;139258;90671;1214;9;0;9;2
215000;3600;1906;364;16182;29326;17991;136167;88239;4133;9;0;8;2
287000;9155;2671;8552;11195;34278;22945;138990;90428;1340;9;0;11;2
316000;6120;3112;6003;18342;27196;15861;134891;87275;5303;3;0;7;2
325400;6937;2578;550;17658;27839;16505;135260;87550;4934;0;0;8;2
326000;6959;2578;550;17759;27739;16404;135213;87516;4980;0;0;8;2
245000;6088;2405;465;11090;34460;23128;139056;90469;1174;9;0;12;2
383000;11920;3445;2530;17511;27966;16632;135279;87521;4717;0;0;9;2
395000;13689;3445;12980;17856;27585;16253;134995;87309;4924;0;0;11;2
320900;6060;2578;7050;17739;27798;16466;135116;87399;4844;0;0;9;2
314000;6390;2488;275;17675;27858;16526;135150;87424;4806;0;0;8;2
403000;11980;3676;11020;17516;27913;16579;135189;87453;4717;0;0;11;2
308000;6001;2769;0;18174;27363;16031;134869;87215;5087;3;0;12;2
367800;7164;3112;4400;17799;27714;16382;135068;87364;4877;0;0;9;2
285000;8352;3065;2970;15733;29739;18407;136205;88207;3732;10;0;5;2
201500;5000;2437;730;15942;29580;18248;136122;88145;3815;10;0;4;2
216000;5000;1964;0;17321;28230;16900;135233;87440;4475;5;0;6;2
275000;5000;3063;2256;17421;28130;16800;135176;87398;4531;8;0;6;2
229000;4000;2549;0;18361;27198;15868;134645;87002;5055;9;0;6;2
249900;5001;2063;2000;13333;32178;20850;137454;89122;2164;2;0;6;2
250000;4000;2750;0;18201;27304;15976;134623;86956;4878;9;0;3;2
218000;5000;2128;1140;17327;28228;16900;135115;87310;4354;5;0;5;2
255500;5000;2407;0;17627;27928;16600;134943;87181;4522;4;0;3;2
203000;5000;1924;0;17677;27878;16550;134914;87159;4550;4;0;12;2
200000;5000;1924;0;17842;27664;16336;134812;87090;4663;5;0;7;2
267000;6973;3045;0;15159;30353;19026;136332;88224;3136;9;0;6;2
327000;8280;3045;4020;15313;30180;18854;136213;88131;3222;9;0;12;2
175000;4000;1835;0;18205;27303;15977;134558;86884;4813;9;0;1;2
249000;5000;2371;0;14469;31094;19768;136701;88497;2679;7;0;6;2
286000;5000;3045;5146;14569;30994;19668;136643;88451;2734;7;0;6;2
250000;5000;2396;2352;16768;28743;17417;135351;87466;3980;4;0;9;2
205000;5000;1924;0;17681;27877;16551;134832;87069;4467;4;0;7;2
250000;5000;2396;2352;17031;28527;17202;135202;87345;4101;4;0;9;2
299000;5570;3197;5965;15784;29725;18400;135905;87884;3412;10;0;7;2
165000;4000;1835;0;18456;27053;15728;134386;86746;4922;10;0;2;2
283000;5672;3197;0;16464;29092;17769;135483;87543;3734;10;0;8;2
285000;5789;3065;6813;16404;29148;17825;135512;87564;3701;10;0;10;2
285000;8300;3065;8148;16045;29434;18109;135714;87709;3487;10;0;7;2
227000;4000;2483;0;18463;27052;15729;134290;86640;4825;10;0;11;2
220000;4000;2483;0;18364;27152;15829;134345;86681;4768;9;0;7;2
210000;6029;1889;0;14466;31106;19784;136569;88349;2535;7;0;3;2
280000;5500;2352;2057;16998;28564;17242;135103;87229;3955;0;0;7;2
235000;4000;2549;0;18466;27052;15730;134257;86604;4792;10;0;8;2
195500;4000;2468;0;18366;27151;15830;134313;86645;4736;9;0;6;2
242500;4000;2750;0;18216;27301;15980;134396;86705;4650;9;0;12;2
290000;5480;2352;2057;17370;28163;16843;134863;87045;4160;0;0;3;2
305000;5369;2352;2057;17320;28208;16889;134875;87047;4118;0;0;3;2
325000;9849;3098;1440;16934;28505;17184;135049;87171;3866;0;0;8;2
260000;5537;2712;1803;14716;30809;19489;136348;88158;2627;10;0;9;2
255000;5168;2396;2901;17196;28338;17020;134884;87026;3979;4;0;8;2
278000;5000;3197;4288;15917;29627;18307;135621;87580;3235;10;0;8;2
235000;5212;2483;0;18203;27309;15991;134283;86574;4550;9;0;7;2
230000;4875;2549;2232;18377;27151;15834;134175;86493;4607;9;0;6;2
289900;7731;2217;1190;8807;36772;25453;139811;90901;781;0;0;12;2
265000;5000;2393;3509;13131;32423;21105;137180;88775;1593;3;0;6;2
279000;5000;2393;0;12981;32573;21256;137267;88843;1507;3;0;8;2
223500;4039;2483;2232;18311;27286;15972;134129;86415;4432;9;0;8;2
220000;6513;2259;728;15797;29762;18447;135552;87479;3007;9;0;1;2
205000;6000;2099;552;15031;30519;19207;135977;87803;2575;10;0;7;2
204300;4000;1835;0;17932;27647;16335;134298;86521;4169;9;0;11;2
317500;6000;3173;1571;14984;30570;19258;135980;87797;2520;10;0;9;2
210000;4000;1852;0;15921;29655;18342;135444;87380;3024;6;0;6;2
275000;7505;2217;440;8908;36734;25419;139609;90687;907;0;0;12;2
309900;7505;2485;220;8980;36661;25346;139564;90650;863;0;0;10;2
285000;5330;2609;3092;13237;32349;21038;136985;88575;1489;3;0;6;2
349000;7505;2926;4400;9052;36588;25272;139519;90612;819;0;0;9;2
265000;5330;2393;2772;13193;32404;21093;137001;88582;1444;3;0;9;2
215000;5793;1852;0;15994;29571;18260;135359;87305;3030;6;0;9;2
258000;8165;2259;5920;15816;29744;18435;135393;87316;2868;9;0;12;2
175000;3600;1581;2538;17934;27661;16354;134205;86416;4061;10;0;4;2
251000;7406;2641;1200;14289;31290;19982;136286;88003;2007;10;0;12;2
210000;4019;1852;1960;11650;34009;22698;137871;89249;476;6;0;11;2
249000;4019;1951;2587;12084;33571;22260;137607;89037;719;6;0;6;2
210000;4019;1852;2666;12123;33531;22220;137583;89018;742;7;0;11;2
85000;3600;1913;0;17349;28257;16954;134501;86628;3704;10;0;4;2
220000;3600;1913;0;17349;28257;16954;134501;86628;3704;10;0;12;2
210000;4000;1852;2195;11337;34327;23016;138048;89387;283;6;0;5;2
202200;6000;2301;3450;15126;30454;19148;135744;87566;2413;10;0;9;2
205000;3712;1537;0;16896;28681;17380;134697;86754;3414;10;0;9;2
194900;4000;1835;0;18662;26904;15604;133681;86000;4384;10;0;12;2
240000;6664;2258;2552;17886;27684;16383;134108;86311;3930;10;0;4;2
220000;4256;2259;216;15669;29917;18616;135378;87267;2654;10;0;7;2
213000;4000;2483;0;18517;27055;15756;133732;86025;4264;10;0;3;2
188000;3600;1913;0;17642;27935;16636;134223;86386;3760;10;0;3;2
163000;4000;1577;2716;16102;29485;18184;135108;87054;2886;10;0;2;2
240000;4000;1951;2979;12083;33595;22288;137500;88916;583;7;0;10;2
240000;4000;1951;2979;12083;33595;22288;137500;88916;583;7;0;12;2
217500;5865;1627;5984;12399;33258;21952;137298;88754;760;7;0;9;2
202500;8010;1957;288;14382;31223;19921;136061;87769;1849;10;0;2;2
209900;4000;2549;0;18673;26907;15612;133582;85890;4283;10;0;1;2
236000;6000;2301;2117;15001;30604;19304;135687;87475;2185;10;0;6;2
186700;6000;1957;360;14902;30703;19403;135744;87519;2127;10;0;1;2
210000;4000;1841;0;11745;33955;22651;137637;89002;301;4;0;1;2
245000;4000;2061;2352;11784;33915;22611;137613;88983;323;4;0;11;2
249000;4000;2061;0;12294;33399;22095;137302;88733;610;3;0;10;2
195000;3600;1913;0;17753;27838;16544;134076;86245;3726;10;0;8;2
185000;3600;1537;0;17902;27688;16394;133990;86180;3809;10;0;10;2
249000;6900;2301;0;14661;30988;19688;135853;87586;1935;10;0;9;2
220000;3730;2258;2486;17256;28339;17045;134341;86437;3423;10;0;4;2
212500;4936;2259;216;16291;29368;18070;134896;86844;2840;10;0;12;2
250000;6000;2301;0;15406;30204;18906;135401;87238;2358;10;0;9;2
209500;3600;1913;0;17756;27839;16546;134046;86212;3695;10;0;7;2
220000;4080;1906;360;15709;29895;18600;135234;87114;2531;10;0;9;2
235000;4205;2258;1080;17218;28440;17145;134353;86429;3353;10;0;11;2
205000;4400;2483;0;18275;27309;16017;133734;85976;3978;10;0;9;2
200000;4219;1841;2352;11531;34150;22849;137718;89048;112;4;0;3;2
235000;4219;2061;2352;11570;34116;22815;137678;89010;112;4;0;6;2
215000;4000;1841;0;11998;33726;22428;137377;88758;304;3;0;11;2
210000;4000;1906;728;16053;29632;18341;134929;86829;2573;10;0;7;2
247000;9956;2750;0;18294;27285;16000;133594;85816;3820;10;0;6;2
220000;3600;1913;1920;17655;28024;16737;133987;86110;3464;10;0;9;2
237500;3600;2258;1766;18049;27627;16342;133758;85938;3685;10;0;7;2
250000;4000;2750;0;18454;27217;15932;133523;85763;3912;10;0;10;2
280000;6165;3140;977;9770;35976;24687;138560;89667;1080;11;0;12;2
312000;6000;3188;946;9942;35806;24519;138444;89569;997;10;0;8;2
230000;6000;3140;298;10070;35687;24404;138329;89463;974;10;0;1;2
218000;6000;2352;107;10092;35689;24413;138251;89377;1058;11;0;7;2
210000;6408;2352;107;10074;35856;24601;138061;89141;1404;11;0;4;2
220000;3600;1884;0;20611;25250;14150;131276;83697;4150;10;0;10;2
190000;3600;1698;1068;20697;25192;14116;131121;83540;4087;11;0;5;2
220000;3600;1884;641;20769;25120;14045;131080;83510;4136;11;0;9;2
240000;6000;2237;10264;18683;27190;16090;132238;84355;2680;12;0;10;2
215000;3600;1698;285;20504;25342;14276;131191;83585;3932;11;0;12;2
200000;3600;1884;641;20510;25344;14284;131162;83553;3906;11;0;4;2
239900;3600;2277;2333;20378;25493;14441;131188;83551;3756;11;0;10;2
240000;6012;2237;4529;18706;27211;16135;132101;84200;2531;12;0;2;2
173300;3600;1541;2445;20391;25498;14457;131129;83485;3702;11;0;9;2
219000;3600;1698;178;20837;25052;14024;130854;83277;3991;11;0;11;2
210000;3600;1698;2960;20403;25503;14474;131070;83420;3648;11;0;6;2
205000;6004;2237;0;18569;27373;16306;132124;84194;2367;12;0;3;2
236000;3600;2277;178;20558;25364;14350;130927;83292;3691;11;0;5;2
189900;3600;1664;0;19400;26610;15570;131583;83754;2831;11;0;10;2
243000;6003;2237;2744;18592;27383;16333;132026;84085;2276;12;0;10;2
245000;6732;2237;2112;18986;26971;15931;131777;83895;2532;11;0;12;2
245000;3600;2277;178;20873;25069;14078;130678;83082;3829;11;0;12;2
240000;6011;2237;2744;18606;27385;16344;131975;84030;2232;12;0;11;2
220000;3800;1884;641;20442;25520;14526;130895;83226;3484;11;0;7;2
204000;4148;1884;641;20584;25376;14386;130811;83163;3576;11;0;5;2
205000;6442;1879;0;19937;26034;15036;131136;83382;3149;10;0;10;2
200000;3600;1863;0;19409;26640;15621;131478;83634;2711;11;0;5;2
205000;3768;2186;0;19703;26284;15282;131302;83514;2932;11;0;3;2
182000;3935;1879;0;20238;25756;14768;130975;83263;3247;10;0;1;2
225000;6024;2190;0;19033;26986;15974;131633;83735;2401;11;0;9;2
232000;6000;2237;6582;18794;27237;16223;131757;83821;2216;12;0;2;2
230000;6000;2190;1456;18893;27137;16126;131697;83775;2281;11;0;6;2
205000;3601;2186;0;19322;26756;15750;131462;83593;2569;11;0;11;2
205000;3600;2186;0;19393;26685;15681;131419;83561;2613;11;0;9;2
177000;3600;1664;0;19534;26541;15541;131333;83496;2708;11;0;3;2
195000;3600;1465;0;19605;26470;15471;131291;83464;2756;11;0;11;2
196000;3609;1863;0;19640;26434;15436;131272;83450;2780;11;0;5;2
190000;3600;1879;0;20167;25866;14911;130903;83163;3073;10;0;4;2
220000;6327;1863;0;19202;26842;15855;131460;83551;2355;11;0;12;2
197000;3600;1863;0;19386;26731;15751;131325;83449;2481;11;0;6;2
185000;3600;1245;356;20601;25428;14496;130623;82945;3344;11;0;8;2
225000;6000;2190;0;19096;27004;16048;131392;83468;2177;11;0;5;2
180000;7500;1630;12230;13204;33212;22149;134961;86210;1418;42;0;4;2
185000;7500;1472;4764;14230;32130;21087;134292;85669;823;23;0;9;2
175000;3600;1245;356;20989;25113;14275;130165;82507;3319;11;0;9;2
255000;6015;2831;0;18903;27273;16369;131333;83347;1799;12;0;5;2
240000;8494;1729;1384;14515;31876;20865;134005;85401;811;9;0;11;2
195000;8743;1408;10445;14665;31742;20729;133914;85326;716;23;0;7;2
235000;6703;2237;2352;18768;27429;16529;131381;83368;1659;12;0;2;2
170000;3600;1541;142;20918;25218;14407;130124;82440;3162;11;0;1;2
194000;3600;1879;0;20360;25817;14999;130415;82636;2767;10;0;6;2
165000;7524;1250;3092;12391;34199;23170;135345;86459;2217;23;0;7;2
208000;5000;1648;1707;21608;24570;13795;129650;82057;3568;11;0;11;2
235000;6876;2190;0;19175;27023;16162;131056;83094;1854;12;0;7;2
255900;6183;1856;0;10937;35863;24816;136311;87237;3186;7;0;8;4
260000;6488;1818;0;10840;35984;24936;136371;87283;3262;7;0;6;4
243000;6008;2237;2187;19041;27189;16333;131112;83122;1717;12;0;1;2
200000;3600;1633;0;20452;25758;14975;130272;82492;2715;10;0;6;2
168000;3600;1541;142;21033;25143;14378;129946;82260;3097;11;0;2;2
230000;7278;2039;7820;13291;33281;22288;134680;85889;1807;22;0;12;2
240000;6000;2237;2195;18684;27593;16758;131257;83194;1375;12;0;2;2
239000;6046;2237;2007;19077;27185;16359;131010;83012;1634;12;0;8;2
224900;3624;2188;0;20780;25454;14717;129996;82251;2835;10;0;11;2
265000;8267;2176;0;11053;35813;24792;136132;87051;3290;7;0;4;4
265000;7249;1875;0;10957;35934;24909;136208;87113;3356;7;0;7;4
249000;6377;1532;2720;10856;36055;25031;136283;87175;3439;7;0;11;4
220000;3600;2213;142;20407;25849;15102;130197;82390;2545;11;0;2;2
240000;6054;2237;4057;19097;27185;16373;130965;82960;1589;12;0;7;2
191500;7091;1525;10417;13992;32601;21660;134142;85422;1533;23;0;3;2
203000;3600;1879;0;20325;25948;15209;130214;82389;2444;11;0;12;2
117000;7500;1673;1264;14695;31832;20901;133649;85019;1146;43;0;3;2
255000;6008;2383;0;20810;25439;14725;129902;82150;2757;11;0;6;2
205000;3600;1879;0;20451;25851;15145;130066;82246;2432;11;0;12;2
185000;8240;1622;3945;14997;31584;20676;133402;84793;1081;23;0;7;2
255000;6000;2383;0;21075;25210;14561;129622;81890;2747;11;0;2;2
265000;5690;2318;0;19501;26891;16162;130519;82526;1566;11;0;12;2
245000;5272;2218;3964;21643;24649;14041;129230;81579;3088;11;0;11;2
250000;6000;2831;3069;19319;27117;16398;130580;82552;1370;12;0;7;2
209900;8820;1838;3476;13447;33338;22435;134291;85448;2264;23;0;6;2
135000;8172;1392;5901;11296;35838;24905;135727;86606;3757;33;0;2;2
185000;6729;1648;1230;21669;24664;14114;129066;81397;2924;11;0;1;2
175000;6900;1366;6065;16631;29991;19208;132137;83703;504;12;0;5;2
175000;7875;1392;7980;11221;36000;25076;135745;86599;3921;12;0;2;2
234000;5002;2270;2912;21692;24733;14195;129022;81333;2860;11;0;8;2
227900;5000;2117;2184;21836;24584;14055;128936;81271;2959;11;0;7;2
265500;5000;2571;0;18985;27535;16862;130657;82543;915;10;0;10;2
320000;6000;3288;2937;20693;25806;15246;129522;81659;2021;11;0;1;2
225000;5276;2716;728;21971;24488;14018;128757;81094;2919;11;0;5;2
267000;5000;2255;0;19972;26573;15980;129949;81971;1486;11;0;9;2
210000;7648;1461;2184;10151;37421;26501;136490;87186;4859;11;0;12;2
189900;7500;1871;1692;12332;34825;23959;134875;85843;3408;23;0;5;2
240000;5919;2106;0;19318;27232;16636;130306;82229;976;10;0;11;2
220000;5300;1717;1488;22487;23979;13594;128371;80777;3184;9;0;7;2
308500;6000;3288;0;20695;25838;15336;129421;81539;1884;11;0;5;2
260000;6000;2934;0;20930;25598;15109;129280;81434;2046;11;0;4;2
305000;6000;2934;0;20930;25598;15109;129280;81434;2046;11;0;9;2
285000;5075;2877;0;19770;26829;16274;129979;81949;1197;11;0;7;2
260000;5142;2877;0;19864;26729;16180;129919;81904;1264;11;0;1;2
220000;5187;2090;0;19960;26629;16086;129860;81858;1331;11;0;1;2
230000;5000;2106;2208;19350;27230;16666;130227;82141;903;10;0;2;2
209000;7281;1464;8307;10341;37298;26417;136287;86983;4932;11;0;8;2
250000;5002;2258;0;19365;27229;16683;130187;82097;866;10;0;9;2
115000;7500;1448;2129;12180;35094;24277;134888;85811;3749;44;0;6;2
